Signature;Title_Name;Date of origin;Language;Number of Scans;URL_Dataset;URL_Image;Sender;Recipient
SLA-RMR-Ms_B_1/019;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191222;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027640;"https://www.helveticarchives.ch/bild.aspx?VEID=1027640&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027640&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027640&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027640&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027640&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027640&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/020;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191223;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027641;"https://www.helveticarchives.ch/bild.aspx?VEID=1027641&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027641&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027641&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027641&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027641&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027641&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027641&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/021;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191223;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1027642;"https://www.helveticarchives.ch/bild.aspx?VEID=1027642&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027642&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027642&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027642&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/022;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191224;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027643;"https://www.helveticarchives.ch/bild.aspx?VEID=1027643&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027643&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027643&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027643&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027643&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027643&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/023;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191224;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027644;"https://www.helveticarchives.ch/bild.aspx?VEID=1027644&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027644&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027644&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027644&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027644&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027644&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/024;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191225;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027697;"https://www.helveticarchives.ch/bild.aspx?VEID=1027697&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027697&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027697&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027697&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027697&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027697&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/025;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191226;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027698;"https://www.helveticarchives.ch/bild.aspx?VEID=1027698&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027698&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027698&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027698&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027698&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027698&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027698&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/026;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191227;Deutsch;8;https://www.helveticarchives.ch/detail.aspx?ID=1027699;"https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027699&DEID=10&SQNZNR=8";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/027;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191229;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027700;"https://www.helveticarchives.ch/bild.aspx?VEID=1027700&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027700&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027700&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027700&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027700&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027700&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/028;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191229;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027701;"https://www.helveticarchives.ch/bild.aspx?VEID=1027701&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027701&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027701&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027701&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027701&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027701&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/029;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191230;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027702;"https://www.helveticarchives.ch/bild.aspx?VEID=1027702&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027702&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027702&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027702&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027702&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027702&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/030;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200101;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027703;"https://www.helveticarchives.ch/bild.aspx?VEID=1027703&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027703&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027703&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027703&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027703&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027703&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/031;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200103;Deutsch;9;https://www.helveticarchives.ch/detail.aspx?ID=1027704;"https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1027704&DEID=10&SQNZNR=9";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/032;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200106;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027705;"https://www.helveticarchives.ch/bild.aspx?VEID=1027705&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027705&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027705&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027705&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027705&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027705&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027705&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/033;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200107;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027706;"https://www.helveticarchives.ch/bild.aspx?VEID=1027706&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027706&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027706&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027706&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027706&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027706&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/034;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200109;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027707;"https://www.helveticarchives.ch/bild.aspx?VEID=1027707&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027707&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027707&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027707&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027707&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027707&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/035;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200109;Deutsch;8;https://www.helveticarchives.ch/detail.aspx?ID=1027708;"https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027708&DEID=10&SQNZNR=8";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/036;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200110;Deutsch;8;https://www.helveticarchives.ch/detail.aspx?ID=1027709;"https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027709&DEID=10&SQNZNR=8";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/037;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200111;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027710;"https://www.helveticarchives.ch/bild.aspx?VEID=1027710&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027710&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027710&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027710&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027710&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027710&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027710&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/038;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200114;Deutsch;8;https://www.helveticarchives.ch/detail.aspx?ID=1027711;"https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027711&DEID=10&SQNZNR=8";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/039;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19190115;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027712;"https://www.helveticarchives.ch/bild.aspx?VEID=1027712&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027712&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027712&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027712&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027712&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027712&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027712&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/040;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200117;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027713;"https://www.helveticarchives.ch/bild.aspx?VEID=1027713&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027713&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027713&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027713&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027713&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027713&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027713&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/041;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200118;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027714;"https://www.helveticarchives.ch/bild.aspx?VEID=1027714&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027714&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027714&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027714&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027714&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027714&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027714&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/042;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200120;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027715;"https://www.helveticarchives.ch/bild.aspx?VEID=1027715&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027715&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027715&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027715&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027715&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027715&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/043;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19191118;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027716;"https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1027716&DEID=10&SQNZNR=9";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/044;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200124;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027753;"https://www.helveticarchives.ch/bild.aspx?VEID=1027753&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027753&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027753&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027753&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027753&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027753&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027753&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/045;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200127;Deutsch;8;https://www.helveticarchives.ch/detail.aspx?ID=1027754;"https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027754&DEID=10&SQNZNR=8";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/046;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200130;Deutsch;9;https://www.helveticarchives.ch/detail.aspx?ID=1027755;"https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1027755&DEID=10&SQNZNR=9";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/047;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200201;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027756;"https://www.helveticarchives.ch/bild.aspx?VEID=1027756&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027756&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027756&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027756&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027756&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027756&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027756&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/048;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200204;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027757;"https://www.helveticarchives.ch/bild.aspx?VEID=1027757&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027757&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027757&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027757&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027757&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027757&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027757&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/049;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200208;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1027758;"https://www.helveticarchives.ch/bild.aspx?VEID=1027758&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027758&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027758&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027758&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027758&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027758&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
SLA-RMR-Ms_B_1/050;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 192002;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1027759;"https://www.helveticarchives.ch/bild.aspx?VEID=1027759&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027759&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027759&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027759&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027759&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027759&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027759&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Wunderly-Volkart, Nanny
