Signature;Title_Name;Date of origin;Language;Number of Scans;URL_Dataset;URL_Image;Sender;Recipient
SLA-RMR-Ms_B_14/3;"Rilke, Rainer Maria an Aman-Volkart, Elisabeth; Korrespondenz";exakt: 19220610;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010429;"https://www.helveticarchives.ch/bild.aspx?VEID=1010429&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010429&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010429&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010429&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Aman-Volkart, Elisabeth
SLA-RMR-Ms_B_14/4;"Rilke, Rainer Maria an Aman-Volkart, Elisabeth; Korrespondenz";exakt: 19221230;Deutsch;5;https://www.helveticarchives.ch/detail.aspx?ID=1010433;"https://www.helveticarchives.ch/bild.aspx?VEID=1010433&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010433&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010433&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010433&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010433&DEID=10&SQNZNR=5";Rilke, Rainer Maria;Aman-Volkart, Elisabeth
SLA-RMR-Ms_B_14/5;"Rilke, Rainer Maria an Aman-Volkart, Elisabeth; Korrespondenz";exakt: 19240304;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010435;"https://www.helveticarchives.ch/bild.aspx?VEID=1010435&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010435&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010435&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010435&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Aman-Volkart, Elisabeth
SLA-RMR-Ms_B_14/6;"Rilke, Rainer Maria an Aman-Volkart, Elisabeth; Korrespondenz";exakt: 19240407;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1010437;"https://www.helveticarchives.ch/bild.aspx?VEID=1010437&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010437&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010437&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010437&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010437&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1010437&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1010437&DEID=10&SQNZNR=7";Rilke, Rainer Maria;Aman-Volkart, Elisabeth
SLA-RMR-Ms_B_14/7;"Rilke, Rainer Maria an Aman-Volkart, Elisabeth; Korrespondenz";exakt: 19240422;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1010438;"https://www.helveticarchives.ch/bild.aspx?VEID=1010438&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010438&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010438&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010438&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010438&DEID=10&SQNZNR=5";Rilke, Rainer Maria;Aman-Volkart, Elisabeth
SLA-RMR-Ms_B_14/8;"Rilke, Rainer Maria an Aman-Volkart, Elisabeth; Korrespondenz";exakt: 19240905;Deutsch;7;https://www.helveticarchives.ch/detail.aspx?ID=1010439;"https://www.helveticarchives.ch/bild.aspx?VEID=1010439&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010439&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010439&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010439&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Aman-Volkart, Elisabeth
SLA-RMR-Ms_B_20-2;"Rilke, Rainer Maria an Bailly, Alice; Korrespondenz";exakt: 19240211;Französisch;18;https://www.helveticarchives.ch/detail.aspx?ID=213090;"https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=10;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=11;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=12;https://www.helveticarchives.ch/bild.aspx?VEID=213090&DEID=10&SQNZNR=13";Rilke, Rainer Maria;Bailly, Alice
SLA-RMR-Ms_B_38;"Rilke, Rainer Maria an Battenberg, Anna (Prinzessin); Bonstetten, Betty von; Korrespondenz";exakt: 1923;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=213092;"https://www.helveticarchives.ch/bild.aspx?VEID=213092&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=213092&DEID=10&SQNZNR=2";Rilke, Rainer Maria;"Battenberg, Anna (Prinzessin); Bonstetten, Betty von"
SLA-RMR-Ms_B_44/01;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19211013;Deutsch;;https://www.helveticarchives.ch/detail.aspx?ID=1008881;https://www.helveticarchives.ch/bild.aspx?VEID=1008881&DEID=10&SQNZNR=1;Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/02;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19220330;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1008882;"https://www.helveticarchives.ch/bild.aspx?VEID=1008882&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008882&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/03;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19220330;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1008885;"https://www.helveticarchives.ch/bild.aspx?VEID=1008885&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008885&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/04;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19220619;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1008886;"https://www.helveticarchives.ch/bild.aspx?VEID=1008886&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008886&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008886&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008886&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008886&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008886&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/05;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19220819;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1010682;"https://www.helveticarchives.ch/bild.aspx?VEID=1010682&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010682&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/06;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19220901;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1010687;"https://www.helveticarchives.ch/bild.aspx?VEID=1010687&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010687&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/07;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19221030;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1010690;"https://www.helveticarchives.ch/bild.aspx?VEID=1010690&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010690&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010690&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010690&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010690&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1010690&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/08;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19221105;Deutsch;;https://www.helveticarchives.ch/detail.aspx?ID=1010697;https://www.helveticarchives.ch/bild.aspx?VEID=1010697&DEID=10&SQNZNR=1;Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/09;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19221109;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1010700;"https://www.helveticarchives.ch/bild.aspx?VEID=1010700&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010700&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010700&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010700&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010700&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1010700&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/10;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19230411;Deutsch;5;https://www.helveticarchives.ch/detail.aspx?ID=1010702;"https://www.helveticarchives.ch/bild.aspx?VEID=1010702&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010702&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010702&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010702&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010702&DEID=10&SQNZNR=5";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/12;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19230711;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1010710;"https://www.helveticarchives.ch/bild.aspx?VEID=1010710&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010710&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/13;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19230928;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010712;"https://www.helveticarchives.ch/bild.aspx?VEID=1010712&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010712&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010712&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010712&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/14;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19231017;Deutsch;5;https://www.helveticarchives.ch/detail.aspx?ID=1010715;"https://www.helveticarchives.ch/bild.aspx?VEID=1010715&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010715&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010715&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010715&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010715&DEID=10&SQNZNR=5";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/15;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19251228;Deutsch;3;https://www.helveticarchives.ch/detail.aspx?ID=1010716;"https://www.helveticarchives.ch/bild.aspx?VEID=1010716&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010716&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010716&DEID=10&SQNZNR=3";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/16;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19231231;Deutsch;;https://www.helveticarchives.ch/detail.aspx?ID=1010717;https://www.helveticarchives.ch/bild.aspx?VEID=1010717&DEID=10&SQNZNR=1;Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/17;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240105;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010719;"https://www.helveticarchives.ch/bild.aspx?VEID=1010719&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010719&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010719&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010719&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/18;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240112;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010725;"https://www.helveticarchives.ch/bild.aspx?VEID=1010725&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010725&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010725&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010725&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/19;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240118;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010726;"https://www.helveticarchives.ch/bild.aspx?VEID=1010726&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010726&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010726&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010726&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/20;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240627;Deutsch;5;https://www.helveticarchives.ch/detail.aspx?ID=1010727;"https://www.helveticarchives.ch/bild.aspx?VEID=1010727&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010727&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010727&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010727&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010727&DEID=10&SQNZNR=5";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/21;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240701;Deutsch;3;https://www.helveticarchives.ch/detail.aspx?ID=1010729;"https://www.helveticarchives.ch/bild.aspx?VEID=1010729&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010729&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010729&DEID=10&SQNZNR=3";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/22;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240707;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010731;"https://www.helveticarchives.ch/bild.aspx?VEID=1010731&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010731&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010731&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010731&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/23;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 192407;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010744;"https://www.helveticarchives.ch/bild.aspx?VEID=1010744&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010744&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010744&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010744&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/24;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240718;Deutsch;5;https://www.helveticarchives.ch/detail.aspx?ID=1010746;"https://www.helveticarchives.ch/bild.aspx?VEID=1010746&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010746&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010746&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010746&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010746&DEID=10&SQNZNR=5";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/25;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240723;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1010748;"https://www.helveticarchives.ch/bild.aspx?VEID=1010748&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010748&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/26;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240727;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1010751;"https://www.helveticarchives.ch/bild.aspx?VEID=1010751&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010751&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010751&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010751&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010751&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1010751&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/27;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240730;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010755;"https://www.helveticarchives.ch/bild.aspx?VEID=1010755&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010755&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010755&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010755&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/28;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19240917;Deutsch;5;https://www.helveticarchives.ch/detail.aspx?ID=1010780;"https://www.helveticarchives.ch/bild.aspx?VEID=1010780&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010780&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010780&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010780&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010780&DEID=10&SQNZNR=5";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/29;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19241119;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1010781;"https://www.helveticarchives.ch/bild.aspx?VEID=1010781&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010781&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010781&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010781&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010781&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1010781&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/30;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19241215;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010782;"https://www.helveticarchives.ch/bild.aspx?VEID=1010782&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010782&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010782&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010782&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/31;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19241216;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010783;"https://www.helveticarchives.ch/bild.aspx?VEID=1010783&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010783&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010783&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010783&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/32;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19241221;Deutsch;3;https://www.helveticarchives.ch/detail.aspx?ID=1010784;"https://www.helveticarchives.ch/bild.aspx?VEID=1010784&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010784&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010784&DEID=10&SQNZNR=3";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/33;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19250116;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1010785;"https://www.helveticarchives.ch/bild.aspx?VEID=1010785&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010785&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/34;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19250121;Deutsch;2;https://www.helveticarchives.ch/detail.aspx?ID=1010787;"https://www.helveticarchives.ch/bild.aspx?VEID=1010787&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010787&DEID=10&SQNZNR=2";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/35;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19250225;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010788;"https://www.helveticarchives.ch/bild.aspx?VEID=1010788&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010788&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010788&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010788&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/36;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19250403;Deutsch;6;https://www.helveticarchives.ch/detail.aspx?ID=1010789;"https://www.helveticarchives.ch/bild.aspx?VEID=1010789&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010789&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010789&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010789&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1010789&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1010789&DEID=10&SQNZNR=6";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/37;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19250522;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010790;"https://www.helveticarchives.ch/bild.aspx?VEID=1010790&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010790&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010790&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010790&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/38;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19250522;Deutsch;3;https://www.helveticarchives.ch/detail.aspx?ID=1010791;"https://www.helveticarchives.ch/bild.aspx?VEID=1010791&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010791&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010791&DEID=10&SQNZNR=3";Rilke, Rainer Maria;Baumgartner, Frieda
SLA-RMR-Ms_B_44/39;"Rilke, Rainer Maria an Baumgartner, Frieda; Korrespondenz";exakt: 19250626;Deutsch;4;https://www.helveticarchives.ch/detail.aspx?ID=1010792;"https://www.helveticarchives.ch/bild.aspx?VEID=1010792&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1010792&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1010792&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1010792&DEID=10&SQNZNR=4";Rilke, Rainer Maria;Baumgartner, Frieda
